,POP_2015,active_living,community_space,health_wellbeing,ID_HDC_G0,lng,lat
0,75.001,742,360,0,7155.0,78.52419020287658,29.753195295849135
1,90.044,742,360,0,7155.0,78.52527926622672,29.753195295849135
2,118.609,3445,3154,2557,7155.0,78.48767846116523,29.749781352712944
3,30.347,3445,3154,2557,7155.0,78.48726307775917,29.748927873802376
4,76.783,6,0,0,7155.0,78.52169663296635,29.748074397640984
5,83.104,951,661,331,7155.0,78.51365794029142,29.747220924228646
6,87.572,23,26,2,7155.0,78.52128110131508,29.747220924228646
7,96.65,2,5000,2,7155.0,78.52237012431847,29.747220924228646
8,101.213,951,661,331,7155.0,78.5132424670733,29.74636745356526
9,91.113,45,52,0,7155.0,78.52086558775723,29.746367453565252
10,122.554,45,52,0,7155.0,78.52195460499779,29.746367453565252
11,105.871,290,0,0,7155.0,78.5193610808141,29.745513985650707
12,114.379,290,0,0,7155.0,78.52045009229208,29.745513985650703
13,71.983,290,0,0,7155.0,78.51894560920326,29.74466052048488
14,115.21,290,0,0,7155.0,78.52003461491894,29.744660520484885
15,127.235,1050,759,0,7155.0,78.51308515591538,29.743807058067688
16,88.57,522,232,0,7155.0,78.51853015568344,29.743807058067684
17,134.056,522,232,0,7155.0,78.51961915563705,29.74380705806768
18,107.891,1050,759,0,7155.0,78.51266974929491,29.742953598398987
19,92.729,522,232,0,7155.0,78.5181147202539,29.74295359839898
20,97.078,522,232,0,7155.0,78.51920371444571,29.742953598398984
