,POP_2015,education,health_wellbeing,mobility,ID_HDC_G0,lng,lat
0,0.084,917,904,1046,7710.0,77.5726028385111,19.916061158832395
1,0.42,917,904,1046,7710.0,77.57363937188416,19.916061158832395
2,126.493,5000,5000,5000,7710.0,77.56302265848394,19.91523310801186
3,155.68,5000,5000,5000,7710.0,77.56405918849762,19.915233108011858
4,187.849,660,944,1170,7710.0,77.56509571851132,19.915233108011865
5,170.211,692,976,1202,7710.0,77.56613224852498,19.91523310801186
6,11.297,921,264,1059,7710.0,77.56716877853866,19.91523310801186
7,86.218,845,188,984,7710.0,77.56820530855235,19.91523310801186
8,184.741,786,128,924,7710.0,77.56924183856601,19.91523310801186
9,121.873,821,22,960,7710.0,77.57027836857966,19.915233108011858
10,38.762,917,904,1046,7710.0,77.57235142860706,19.915233108011858
11,43.592,917,904,1046,7710.0,77.57338795862073,19.91523310801186
12,6.761,1398,593,1519,7710.0,77.57649754866176,19.91523310801186
13,92.77,1398,593,1519,7710.0,77.57753407867544,19.915233108011858
14,130.776,1570,453,1690,7710.0,77.5785706086891,19.91523310801186
15,156.268,779,647,1094,7710.0,77.56069823823728,19.914405058843357
16,166.473,751,620,1067,7710.0,77.5617347648918,19.91440505884336
17,65.892,2796,2839,3051,7710.0,77.56277129154624,19.91440505884336
18,130.776,5000,5000,5000,7710.0,77.56380781820074,19.91440505884336
19,92.644,660,944,1170,7710.0,77.56484434485523,19.91440505884336
20,138.377,660,944,1170,7710.0,77.5658808715097,19.914405058843364
21,52.201,921,264,1059,7710.0,77.5669173981642,19.914405058843364
22,0.0,845,188,984,7710.0,77.56795392481867,19.91440505884336
23,1.89,786,128,924,7710.0,77.56899045147316,19.914405058843357
24,95.583,730,114,868,7710.0,77.57002697812763,19.914405058843364
25,92.728,707,137,845,7710.0,77.57106350478212,19.914405058843357
26,84.244,656,192,794,7710.0,77.5721000314366,19.91440505884336
27,200.91,892,879,1021,7710.0,77.57313655809106,19.914405058843357
28,173.654,1021,808,1151,7710.0,77.57417308474555,19.914405058843357
29,117.379,1190,699,1320,7710.0,77.57520961140003,19.914405058843357
30,121.831,1225,680,1354,7710.0,77.57624613805453,19.914405058843357
31,184.069,1410,581,1531,7710.0,77.577282664709,19.91440505884336
32,169.581,1542,376,1663,7710.0,77.57831919136348,19.91440505884336
33,178.61,1646,319,1766,7710.0,77.57935571801796,19.91440505884336
34,216.406,1646,319,1766,7710.0,77.58039224467244,19.914405058843357
35,113.18,888,756,1203,7710.0,77.55941036745394,19.913577011326797
36,152.32,751,620,1067,7710.0,77.5604468907494,19.9135770113268
37,204.059,675,552,999,7710.0,77.56148341404484,19.913577011326797
38,157.444,695,577,1023,7710.0,77.56251993734031,19.9135770113268
39,103.983,488,622,998,7710.0,77.56355646063575,19.913577011326797
40,93.652,449,733,959,7710.0,77.56459298393122,19.9135770113268
41,0.0,658,186,796,7710.0,77.56873907711304,19.913577011326794
42,32.337,658,186,796,7710.0,77.56977560040849,19.9135770113268
43,71.855,630,223,760,7710.0,77.57081212370397,19.9135770113268
44,142.115,727,714,856,7710.0,77.5718486469994,19.913577011326794
45,162.441,959,889,1088,7710.0,77.57288517029488,19.9135770113268
46,208.049,1056,756,1185,7710.0,77.57392169359031,19.913577011326797
47,244.838,1136,674,1265,7710.0,77.57495821688578,19.9135770113268
48,217.036,1231,595,1352,7710.0,77.57599474018124,19.913577011326797
49,207.713,1241,540,1362,7710.0,77.5770312634767,19.9135770113268
50,219.472,1473,307,1593,7710.0,77.57806778677215,19.913577011326797
51,188.143,1576,278,1696,7710.0,77.5791043100676,19.913577011326797
52,205.361,1565,238,1685,7710.0,77.58014083336307,19.913577011326797
53,109.148,976,845,1291,7710.0,77.55915903605596,19.912748965462104
54,186.841,830,698,1145,7710.0,77.56019555599255,19.9127489654621
55,213.551,694,563,1009,7710.0,77.56123207592915,19.912748965462104
56,180.71,560,458,875,7710.0,77.56226859586573,19.9127489654621
57,125.359,484,588,901,7710.0,77.56330511580235,19.9127489654621
58,27.13,394,678,904,7710.0,77.56434163573897,19.9127489654621
59,33.807,529,314,667,7710.0,77.57056075535857,19.9127489654621
60,55.057,737,724,867,7710.0,77.57159727529516,19.912748965462104
61,40.064,985,862,1115,7710.0,77.57263379523175,19.912748965462104
62,84.328,1073,816,1202,7710.0,77.57367031516836,19.912748965462104
63,189.277,1129,759,1259,7710.0,77.57470683510495,19.9127489654621
64,167.733,1151,545,1272,7710.0,77.57574335504157,19.9127489654621
65,227.535,1262,386,1383,7710.0,77.57677987497817,19.9127489654621
66,209.141,1396,230,1517,7710.0,77.57781639491476,19.912748965462104
67,200.658,1464,191,1585,7710.0,77.57885291485135,19.912748965462097
68,193.224,1452,126,1573,7710.0,77.57988943478797,19.912748965462104
69,172.646,1015,883,1330,7710.0,77.5589077173885,19.911920921249187
70,210.233,944,813,1259,7710.0,77.55994423396642,19.91192092124919
71,233.793,909,777,1224,7710.0,77.56098075054433,19.911920921249187
72,180.794,621,354,936,7710.0,77.56201726712226,19.911920921249187
73,151.69,402,544,717,7710.0,77.56305378370018,19.91192092124919
74,179.492,339,489,654,7710.0,77.56409030027808,19.911920921249187
75,110.576,423,403,545,7710.0,77.57030939974558,19.911920921249184
76,23.056,848,477,969,7710.0,77.57445546605724,19.91192092124919
77,180.962,1040,448,1160,7710.0,77.57549198263516,19.91192092124919
78,193.35,1088,369,1209,7710.0,77.57652849921307,19.911920921249187
79,209.687,1304,189,1425,7710.0,77.577565015791,19.911920921249184
80,195.45,1304,105,1425,7710.0,77.5786015323689,19.91192092124919
81,192.679,1326,0,1446,7710.0,77.57963804894682,19.91192092124919
82,137.286,1062,773,1350,7710.0,77.5586564114513,19.911092878687974
83,186.379,998,727,1303,7710.0,77.55969292467071,19.911092878687974
84,219.766,891,759,1206,7710.0,77.56072943789009,19.911092878687978
85,200.658,636,349,890,7710.0,77.56176595110949,19.911092878687978
86,207.629,713,330,833,7710.0,77.56280246432888,19.91109287868797
87,189.739,315,465,630,7710.0,77.5638389775483,19.911092878687974
88,164.793,222,372,537,7710.0,77.56487549076769,19.911092878687974
89,105.494,133,283,448,7710.0,77.56591200398711,19.911092878687974
90,39.703,0,365,509,7710.0,77.5669485172065,19.911092878687978
91,39.518,139,244,370,7710.0,77.5679850304259,19.911092878687974
92,97.809,200,213,339,7710.0,77.5690215436453,19.911092878687978
93,159.586,389,369,511,7710.0,77.57005805686471,19.911092878687978
94,74.459,452,348,571,7710.0,77.5710945700841,19.911092878687974
95,26.5,558,242,678,7710.0,77.5721310833035,19.911092878687974
96,62.616,639,313,756,7710.0,77.57316759652291,19.911092878687974
97,79.457,749,426,868,7710.0,77.57420410974231,19.911092878687974
98,124.141,920,418,1040,7710.0,77.5752406229617,19.911092878687974
99,210.107,977,348,1098,7710.0,77.57627713618109,19.911092878687974
100,187.471,1116,209,1237,7710.0,77.57731364940051,19.911092878687978
101,186.001,1213,174,1334,7710.0,77.5783501626199,19.911092878687974
102,170.085,1315,132,1435,7710.0,77.57938667583929,19.911092878687974
103,20.62,1190,658,1235,7710.0,77.55840511824394,19.910264837778385
104,161.055,1190,658,1235,7710.0,77.559441628105,19.91026483777839
105,241.646,997,679,1256,7710.0,77.56047813796607,19.91026483777839
106,221.824,784,204,858,7710.0,77.56151464782712,19.91026483777839
107,211.871,761,282,784,7710.0,77.56255115768816,19.91026483777839
108,215.608,813,406,718,7710.0,77.5635876675492,19.910264837778385
109,186.295,153,303,468,7710.0,77.56462417741028,19.910264837778392
110,197.592,107,257,422,7710.0,77.56566068727132,19.91026483777839
111,86.05,0,365,509,7710.0,77.56669719713238,19.91026483777839
112,57.913,139,244,370,7710.0,77.56773370699345,19.91026483777839
113,67.488,215,190,329,7710.0,77.56877021685449,19.91026483777839
114,158.368,353,327,469,7710.0,77.56980672671557,19.91026483777839
115,210.821,449,230,481,7710.0,77.57084323657661,19.91026483777839
116,200.868,615,178,651,7710.0,77.57187974643765,19.91026483777839
117,200.658,693,260,732,7710.0,77.57291625629873,19.91026483777839
118,219.472,824,346,860,7710.0,77.57395276615978,19.91026483777839
119,199.356,882,348,914,7710.0,77.57498927602084,19.910264837778392
120,147.995,1071,448,1188,7710.0,77.57602578588188,19.91026483777839
121,196.136,1120,365,1236,7710.0,77.57706229574293,19.91026483777839
122,170.421,1230,191,1351,7710.0,77.57809880560399,19.91026483777839
123,149.842,1315,132,1435,7710.0,77.57913531546505,19.910264837778385
124,121.957,1190,658,1235,7710.0,77.55815383776613,19.909436798520346
125,134.01,1133,588,1165,7710.0,77.55919034426901,19.909436798520346
126,233.667,884,91,804,7710.0,77.56022685077188,19.909436798520346
127,229.047,862,120,762,7710.0,77.5612633572748,19.909436798520343
128,222.37,798,191,679,7710.0,77.56229986377765,19.909436798520346
129,157.654,761,357,642,7710.0,77.56333637028052,19.909436798520343
130,204.899,524,107,221,7710.0,77.56540938328628,19.909436798520343
131,132.036,465,49,146,7710.0,77.56644588978916,19.909436798520346
132,89.956,432,150,464,7710.0,77.56748239629205,19.909436798520343
133,93.735,259,166,250,7710.0,77.56851890279492,19.909436798520343
134,195.072,381,237,413,7710.0,77.5695554092978,19.909436798520343
135,218.422,459,173,491,7710.0,77.57059191580069,19.909436798520346
136,185.581,578,108,610,7710.0,77.57162842230356,19.909436798520343
137,166.641,716,24,748,7710.0,77.57266492880643,19.909436798520346
138,80.507,829,306,861,7710.0,77.57370143530932,19.909436798520343
139,144.047,973,256,1005,7710.0,77.57473794181222,19.90943679852035
140,77.231,1088,453,1202,7710.0,77.57577444831509,19.909436798520343
141,130.902,1161,412,1266,7710.0,77.57681095481796,19.909436798520343
142,146.189,1269,342,1385,7710.0,77.57784746132084,19.909436798520343
143,145.391,1360,257,1477,7710.0,77.57888396782371,19.909436798520346
144,208.217,943,0,824,7710.0,77.55997557630727,19.90860876091376
145,221.74,892,55,773,7710.0,77.56101207945213,19.90860876091376
146,227.157,614,329,495,7710.0,77.562048582597,19.90860876091376
147,195.24,598,300,479,7710.0,77.56308508574189,19.908608760913758
148,189.529,461,177,342,7710.0,77.56412158888675,19.908608760913758
149,170.799,356,29,196,7710.0,77.56515809203164,19.908608760913758
150,222.79,416,0,114,7710.0,77.56619459517653,19.90860876091376
151,76.391,475,34,34,7710.0,77.56723109832137,19.908608760913758
152,106.021,432,150,464,7710.0,77.56826760146626,19.90860876091376
153,158.363,425,0,457,7710.0,77.56930410461112,19.90860876091376
154,110.271,465,0,498,7710.0,77.570340607756,19.908608760913758
155,158.704,632,0,664,7710.0,77.57137711090087,19.908608760913758
156,116.329,740,0,773,7710.0,77.57241361404576,19.90860876091376
157,116.539,951,210,983,7710.0,77.57345011719063,19.90860876091376
158,110.492,916,176,949,7710.0,77.5744866203355,19.90860876091376
159,96.45,1041,313,1074,7710.0,77.5755231234804,19.908608760913758
160,120.865,1141,425,1174,7710.0,77.57655962662525,19.908608760913758
161,94.281,1253,417,1347,7710.0,77.57759612977013,19.90860876091376
162,31.413,1001,305,882,7710.0,77.55868781478475,19.907780724958556
163,198.264,1001,305,882,7710.0,77.55972431457181,19.907780724958553
164,181.676,780,163,661,7710.0,77.56076081435886,19.907780724958556
165,175.88,745,262,626,7710.0,77.56179731414589,19.907780724958556
166,172.52,604,321,486,7710.0,77.56283381393291,19.907780724958553
167,157.612,526,243,408,7710.0,77.56387031371996,19.907780724958556
168,116.539,539,45,336,7710.0,77.56594331329406,19.90778072495855
169,65.094,583,0,615,7710.0,77.56697981308108,19.907780724958553
170,49.576,465,0,498,7710.0,77.56905281265517,19.90778072495855
171,159.864,465,0,498,7710.0,77.5700893124422,19.907780724958553
172,105.578,705,73,738,7710.0,77.57112581222924,19.907780724958556
173,114.104,769,82,801,7710.0,77.57216231201629,19.907780724958553
174,117.274,833,145,865,7710.0,77.57319881180335,19.90778072495856
175,168.014,960,209,993,7710.0,77.57423531159039,19.907780724958556
176,97.041,1056,303,1088,7710.0,77.57527181137742,19.907780724958556
177,155.722,1142,401,1174,7710.0,77.57630831116448,19.907780724958556
178,146.273,1252,443,1284,7710.0,77.57734481095152,19.907780724958553
179,95.499,1449,441,1543,7710.0,77.57838131073854,19.907780724958556
180,52.327,1449,441,1543,7710.0,77.57941781052558,19.907780724958553
181,212.081,1001,305,882,7710.0,77.55843656913584,19.906952690654656
182,224.134,986,291,868,7710.0,77.55947306556521,19.906952690654652
183,179.744,913,217,794,7710.0,77.56050956199458,19.906952690654656
184,168.867,855,338,736,7710.0,77.56154605842399,19.906952690654656
185,126.787,874,391,755,7710.0,77.56258255485336,19.906952690654656
186,8.315,827,243,859,7710.0,77.56465554771209,19.906952690654656
187,104.697,681,160,714,7710.0,77.56569204414147,19.906952690654656
188,112.424,688,104,720,7710.0,77.56672854057084,19.90695269065466
