,POP_2015,education,food_choices,health_wellbeing,ID_HDC_G0,lng,lat
0,142.845,2116,1511,464,1641.0,-5.667110272002681,32.955970590992905
1,125.475,2094,1490,36,1641.0,-5.665997874265513,32.955970590992905
2,102.722,2021,1417,36,1641.0,-5.664885476528346,32.95597059099291
3,14.262,2116,1511,464,1641.0,-5.6670757475948355,32.95510604375367
4,126.862,1967,1363,315,1641.0,-5.665963356634466,32.955106043753666
5,92.4,1937,1333,120,1641.0,-5.664850965674098,32.95510604375367
6,29.468,1941,1337,349,1641.0,-5.667041224683682,32.95424149970482
7,162.157,1961,1357,338,1641.0,-5.665928840499819,32.95424149970482
8,91.567,1831,1227,209,1641.0,-5.664816456315957,32.954241499704814
9,0.0,1931,1326,371,1641.0,-5.668119080676804,32.953376958846206
10,72.366,1855,1251,296,1641.0,-5.667006703269154,32.95337695884621
11,225.477,1786,1182,227,1641.0,-5.665894325861504,32.953376958846206
12,125.974,1754,1149,148,1641.0,-5.6647819484538555,32.953376958846206
13,0.0,1523,1030,436,1641.0,-5.65810768400796,32.953376958846206
14,0.0,1633,1168,604,1641.0,-5.656995306600312,32.953376958846206
15,0.0,1729,1263,699,1641.0,-5.6558829291926624,32.95337695884621
16,0.0,1654,1356,973,1641.0,-5.653658174377363,32.953376958846206
17,0.0,1654,1356,973,1641.0,-5.652545796969715,32.95337695884621
18,0.0,1699,1401,1019,1641.0,-5.651433419562065,32.95337695884621
19,124.365,1956,1352,397,1641.0,-5.668084553982919,32.95251242117775
20,147.729,1862,1258,303,1641.0,-5.66697218335119,32.95251242117775
21,138.461,1692,1088,133,1641.0,-5.66585981271946,32.95251242117776
22,195.898,1661,1056,52,1641.0,-5.664747442087728,32.95251242117776
23,1.221,1523,1030,436,1641.0,-5.659185588929076,32.95251242117776
24,3.441,1523,1030,436,1641.0,-5.658073218297346,32.95251242117775
25,4.717,1584,1118,564,1641.0,-5.656960847665615,32.95251242117776
26,0.0,1674,1209,655,1641.0,-5.655848477033885,32.95251242117776
27,0.0,1654,1356,973,1641.0,-5.653623735770423,32.95251242117776
28,0.0,1645,1347,964,1641.0,-5.652511365138694,32.95251242117776
29,0.0,1683,1385,1003,1641.0,-5.651398994506963,32.95251242117776
30,206.72,1819,1216,758,1641.0,-5.66916239264193,32.9516478866993
31,50.723,1819,1216,758,1641.0,-5.668050028785824,32.9516478866993
